doc_id,accident_id,text,event_polarity,topic_id
939,27,an unbelted passenger received a serious injury.,NEGATIVE,1
940,27,the airplane was abruptly jolted by turbulence.,NEGATIVE,7
941,27,The autopilot disconnected and was immediately reactivated by the flight crew.,NEGATIVE,-1
942,27,"During the turbulence encounter, an elderly female passenger fell to the floor near the lavatory and suffered a broken ankle.",NEGATIVE,1
943,270,experienced a left engine failure during takeoff roll at Hartsfield-Jackson Atlanta International Airport,NEGATIVE,-1
944,270,"at about 60 knots indicated airspeed, they heard a loud bang and noted left engine fire indications",NEGATIVE,17
945,270,Post-incident inspection of the airplane found that the left engine diffuser case had ruptured,NEGATIVE,15
946,270,The leading edge and underside of the airplane's left wing had numerous dents and small impact marks,NEGATIVE,2
947,270,"Both halves of the left engine core cowl, which is hinge-mounted on the pylon, were severely distorted",NEGATIVE,-1
948,270,The core cowl halves could be rotated beyond their normal range of travel until they contacted the left wing,NEGATIVE,-1
949,270,The crack growth study found that an approximate 0.46-inch crack was present in the high pressure turbine case M-flange inner strap and case wall,NEGATIVE,-1
950,270,an approximate 0.26-inch crack was present in the diffuser case M-flange and case wall,NEGATIVE,-1
951,270,both diffuser and high pressure turbine case M-flange outer straps were cracked through when the cases were overhaul inspected at P&W CEC,NEGATIVE,15
952,270,"The crack growth study also showed that the first fatigue crack initiated in the high pressure turbine case, followed by crack initiation in the diffuser case.",NEGATIVE,-1
953,271,The Hawaiian Airlines airplane entered into the runway at about 21:37.,NEGATIVE,0
954,272,"On October 16, 2011, a Qantas Airlines B747-400, Australian registration VH-OJS, experienced abnormal exhaust temperatures and vibrations in the number 3 engine while climbing.",NEGATIVE,-1
955,273,"As the passenger was exiting the lavatory and returning to her seat, the airplane encountered unforecast moderate turbulence",NEGATIVE,1
956,273,The passenger subsequently fell down in the aisle and suffered a fractured ankle,NEGATIVE,1
957,274,experienced a left-hand inboard engine (No. 2) low pressure turbine failure after takeoff from Detroit Metro Wayne Country International Airport (DTW),NEGATIVE,15
958,274,a large compressor stall and a muffled explosion was felt,NEGATIVE,15
959,274,followed by the No. 2 engine rollback,NEGATIVE,14
960,274,A No. 2 engine fire warning indication illuminated,NEGATIVE,-1
961,274,"however, the fire warning indication did not extinguish",NEGATIVE,-1
962,274,e 3 outer transition duct segments liberations to date have been with the riveted seal plate configuration – none with the integral seal configuration.,NEGATIVE,-1
963,274,while the other half resulted in an in-flight shutdown or aborted takeoff.,NEGATIVE,-1
964,274,"prior to the release of service bulletin 72-488, there had been 6 such events with 3 resulting in in-flight shutdowns.",NEGATIVE,-1
965,274,the DAL event is the only one to result in turbine debris penetrating the rear turbine case,NEGATIVE,15
966,274,and the only one where an undercowl fire was the result.,NEGATIVE,14
967,274,"Based on the hardware damage, P&W determined that the cause of the low pressure turbine damage in the August 2007 event was related to the failure of the stage 3 outer transition duct segments rear riveted seal plates",NEGATIVE,15
968,275,"experienced a No. 1 (left) engine undercowl fire after landing at the Hartsfield-Jackson Atlanta International Airport (ATL), Atlanta, Georgia. The flight crew reported that they received a left engine fire warning during taxi to the gate.",NEGATIVE,-1
969,275,"Examination of the engine, SN 965663, revealed that the Start Operability Bleed Valve (OBV) fuel return adapter-fitting had fractured and separated",NEGATIVE,8
970,275,the start OBV valve body alignment tab was not fully engaged with the mating notch in the start OBV duct,NEGATIVE,8
971,275,and the electrical harness in the vicinity of the OBV was sooted and thermally damaged.,NEGATIVE,-1
972,275,The fuel return adapter-fitting was fractured through the o-ring groove and the fracture surfaces exhibited an approximate 120° fatigue region with two transition zones on either side of the fatigue region followed by overload region.,NEGATIVE,8
973,275,"Examination of the other two adapter-ports, revealed metal chips at the base of the serrations as well.",NEGATIVE,-1
974,275,The metal chips found in the serrations prompted Honeywell to review and revise their sub-tier supplier piston housing manufacturing and adapter-fitting installation procedures.,NEGATIVE,-1
975,275,static applied loads were sufficient to create loose contact between the adapter-fitting and the OBV piston housing threads.,NEGATIVE,8
976,275,Vibratory loads can create relative motions between the adapter-fitting and the piston housing threads generating a wear mechanism that can eventually lead to a fatigue separation of the piston housing threads and the pull-out of the adapter-fitting,NEGATIVE,8
977,275,the FEM did show that the capability of the adapter-fitting joint was under designed for the loads that could be applied by the attached fuel tube.,NEGATIVE,8
978,276,"Delta flight 1691, an A320-211, N331NW, experienced a bird strike during initial climb after departure from Minneapolis-St. Paul International Airport (KMSP), Minneapolis, Minnesota.",NEGATIVE,0
979,276,"but at least one bird made impacted the aircraft. After striking the bird, the flight crew received an Electronic Centralized Aircraft Monitor message for loss of cabin pressure and the right side airspeed indication became erratic.",NEGATIVE,-1
980,276,"After striking the bird, the flight crew received an Electronic Centralized Aircraft Monitor message for loss of cabin pressure and the right side airspeed indication became erratic.",NEGATIVE,-1
981,276,Examination of the aircraft after landing revealed substantial damage to the forward pressure bulkhead and minor damage to the right engine.,NEGATIVE,2
982,276,Examination of the aircraft after landing revealed substantial damage to the forward pressure bulkhead and minor damage to the right engine.,NEGATIVE,2
983,277,EGF4125 subsequently crossed the hold line for runway 24R before coming to a stop,NEGATIVE,9
984,278,conflicted with SWA844 as the B737 crossed the hold-short line for runway 31R at taxiway N.,NEGATIVE,9
985,279,"On December 1, 2011, about 1339 Pacific standard time, a Boeing 757-222, N547UA, encountered turbulence at flight level (flight level) 300, during the cruise phase of flight.",NEGATIVE,0
986,279,"According to United Airlines, the Western United States was experiencing widespread moderate to severe turbulence on the day of the incident.",NEGATIVE,0
987,279,"About 10 minutes later, the flight crew reported that they had encountered moderate to severe at flight level 300 and asked for a lower altitude.",NEGATIVE,7
988,28,"FedEx flight 764, a McDonnell Douglas/Boeing MD-10-10 freighter, experienced aerodynamic buffet and stickshaker while descending from FL330 in a holding pattern near Raymond, Pennsylvania.",NEGATIVE,0
989,28,Damage occurred to both elevators and right horizontal stabilizer.,NEGATIVE,2
990,28,"He also stated that he expected the bank to be limited to 15 degrees, but the autopilot actually commanded 23 degrees of bank.",NEGATIVE,-1
991,28,"Upon completing the turn, the airspeed was approximately 5 knots below Vmin.",NEGATIVE,12
992,28,"the slats were extended by the flight crew when the airspeed was 205 knots, well below the maximum slat extension speed of 260 knots. However the Mach number at that time was 0.59, well above the 0.51 Mach minimum slat extension speed.",NEGATIVE,12
993,28,"by the time the engine thrust had recovered, the airspeed had dropped to about 180 knots.",NEGATIVE,12
994,28,The stick shakers activated about 5 seconds later and continued to operate for approximately one minute.,NEGATIVE,-1
995,280,"On December 1, 2011, at 1953 Pacific standard time, a Boeing 737-7H4, N261WN, flight 1489, encountered turbulence at flight level 30,000 feet (FL300), over Yosemite National Park, California. One flight attendant sustained serious injuries; 2 flight attendants received minor injuries; 2 pilots and 95 passengers were not injured.",NEGATIVE,0
996,280,All three flight attendants were not seated when the turbulence was encountered.,NEGATIVE,1
997,280,"When the turbulence was encountered, the flight attendant in the forward galley was thrown up and down, and side to side with her feet leaving the cabin floor. She was able to hold onto a counter, and was eventually able to secure herself in the forward jumpseat.",NEGATIVE,1
998,280,The two flight attendants in the after galley were thrown around the after galley and struck their heads and backs; they also were eventually able to secure themselves in their respective jumpseats and remained there throughout the landing. Both flight attendants were transported to the hospital via ambulance.,NEGATIVE,1
999,280,"The cockpit voice recorder (CVR) was examined. The recording consisted of four channels of audio information; however, none of the audio was pertinent to the incident/accident investigation.",NEGATIVE,-1
1000,280,The audio was consistent with the CVR being overwritten or recorded over by subsequent events.,NEGATIVE,-1
1001,280,"At 1953:21, when the airplane was level at 30,000 feet, it began experiencing vertical accelerations for about 13 seconds. During this period, the maximum negative and positive vertical accelerations were -0.18g and +3.52g, respectively.",NEGATIVE,12
1002,281,"the pilot of a Beechcraft 1900D airplane, N247GL, discovered a hydraulic leak on the nose landing gear (NLG) during a post flight inspection.",NEGATIVE,18
1003,281,"The pilot’s inspection of the NLG revealed a crack in the NLG actuator end cap, part number (P/N) 25703-4.",NEGATIVE,18
1004,281,"The fatigue zone extended outwards almost uniformly through the wall thickness of the end cap, with a preference to the shuttle valve bore, and had propagated entirely through the thickness near the after side (as installed with the landing gear extended) of the end cap.",NEGATIVE,6
1005,281,"The fracture face outside of the fatigue zone displayed a rough, grainy surface consistent with an overload event.",NEGATIVE,6
1006,282,"On December 8, 2011, Delta Airlines flight 2036, a Boeing 737-700, N303DQ, collided with Delta Airlines flight 787, a Boeing 757-300, N583NW, while N303DQ was taxiing to the gate after landing at Atlanta Hartsfield International Airport (KATL), Atlanta, Georgia.",NEGATIVE,0
1007,283,"a Boeing 737-7H4, N469WN, received minor damage when it was hit by a snowplow, while parked at the gate, at Denver International Airport (KDEN), Denver, Colorado.",NEGATIVE,0
1008,283,"The snowplow proceeded to the east, past the airplane, and then initiated a gradual turn to the right. The snowplow continued around 180 degrees and hit the airplane on the left side near the empennage.",NEGATIVE,-1
1009,283,The snowplow continued around 180 degrees and hit the airplane on the left side near the empennage.,NEGATIVE,-1
1010,283,"At 1437:19, the airplane moved abruptly to the west, consistent with the impact of the snowplow.",NEGATIVE,-1
1011,283,"According to the written statement provided by the snowplow operator and the police report, the operator fell asleep while conducting snowplow operations.",NEGATIVE,-1
1012,283,Investigators were unable to determine why he started this shift or if he knew how long he would be working when he reported to the airport for work.,NEGATIVE,4
1013,285,"sustained substantial damage to the left horizontal stabilizer and elevator when it collided with a deicing truck while taxiing at Tri-State Airport (HTS), Huntington, West Virginia.",NEGATIVE,2
1014,286,"American Eagle flight EGF3376 (EGF3376), an Embraer E145LR regional jet, was struck by lightning shortly after departure from Dallas-Fort Worth International Airport.",NEGATIVE,0
1015,286,"Following the lightning strike, the crew declared an emergency and diverted to Little Rock, Arkansas.",NEGATIVE,0
1016,286,"After landing at Little Rock, the aircraft was inspected and damage was found that required replacement of the left wingtip and left aileron, as well as additional repairs to skin and rivets on the left wing.",NEGATIVE,2
1017,286,a post-flight maintenance inspection revealed lightning damage to various components of the left wing,NEGATIVE,2
1018,287,"On February 2, 2012, about 1442 Alaska standard time, Volga-Dnepr Airlines flight VDA 4410, an Antonov AN-124-100, registration RA82046, encountered turbulence during approach to land to Ted Stevens Anchorage International Airport (ANC), Anchorage, Alaska.",NEGATIVE,0
1019,287,"While the airplane was about 40 miles from ANC at an altitude of about 13,000 feet and clear of clouds, the flight encountered severe turbulence that lasted for about 3 to 10 seconds.",NEGATIVE,7
1020,287,a second maintenance crewmember was in his seat with the seatbelt buckled but was jolted against the arm rest. Both crewmembers received serious injuries.,NEGATIVE,1
1021,288,"SkyWest Airlines flight 6261, a Bombardier CL600-2B19, N912SW, was impacted by a belt loader at San Francisco International Airport, San Francisco, California, while parked at the gate and ready for pushback.",NEGATIVE,0
1022,288,"the front left corner of the loader impacted the airplane during the turn and caused substantial damage to the skin, stringers and a frame.",NEGATIVE,2
1023,289,"a B737-800, registration EI-DCK, serial #33565, operated by RyanAir, was en route to Brussels over German territory when a pressurization AUTO FAIL message was noted.",NEGATIVE,0
1024,289,"The flightcrew switched to MANUAL and pressurization initially stabilized, then failed.",NEGATIVE,-1
1025,289,"Upon arrival, ice was observed on the fuselage around the after outflow valve",NEGATIVE,8
1026,289,and water leaking out of the water tank was observed by technicians on site.,NEGATIVE,-1
1027,29,"US Airways ground personnel observed shock strut fluid leaking from a crack in the wall of the outer cylinder of the left hand main landing gear (main landing gear) of airplane N514AU, a Boeing 737-700, after towing the airplane to a new position at Phoenix Sky Harbor International Airport (PHX).",NEGATIVE,-1
1028,29,and revealed numerous additional linear indications on the ID surface which were also consistent with cracking.,NEGATIVE,6
1029,29,tion in strength due to over tempering within this band likely contributed to the observed fatigue crack initiation.,NEGATIVE,6
1030,29,"Metallographic cross sections prepared through the area revealed base metal pitting/attack measuring ~0.0015” in depth, with secondary fatigue cracks emanating from the condition.",NEGATIVE,6
1031,29,"Bulk hydrogen analysis yielded values of 1.4 – 1.5 ppm. This level is slightly above the 1.0 ppm value that is more commonly found for components of this type, and may have provided a minor contribution to the propagation of the fatigue crack after initiation had occurred due to the other factors described above.",NEGATIVE,6
1032,290,"went below profile on a visual approach to London Gatwick Airport (LGW), London, United Kingdom.",NEGATIVE,0
1033,291,"a Boeing 767-323ER, N360AA, operated by American Airlines as flight 837, experienced an undercowl engine fire in the right engine shortly after takeoff from John F. Kennedy International Airport (JFK) in Jamaica, New York.",NEGATIVE,0
1034,291,the pilots heard a bang that was immediately followed by a right engine fire warning in the cockpit.,NEGATIVE,17
1035,291,The fire warning did not go out after 30 seconds and the pilots discharged the second fire bottle in the right engine’s nacelle.,NEGATIVE,-1
1036,291,The playback revealed that the engine parameters had stopped recording 54 hours before the end of the recording.,NEGATIVE,-1
1037,291,"American, in troubleshooting the problem, replaced the digital flight data acquisition data unit, however, a subsequent check of the flight data recorder data showed the engine data was still not being recorded.",NEGATIVE,-1
1038,291,The right engine had evidence of a fire.,NEGATIVE,14
1039,291,"On the interior surface of the left-hand thrust reverser cowl, the thermal barrier was charred and blistered.",NEGATIVE,-1
1040,291,"As the airplane was climbing through 3,000 feet, the pilots received a left engine fire warning in the cockpit.",NEGATIVE,-1
1041,291,"The airplane returned to Rio de Janeiro for a single-engine, overweight landing that resulted in a hot brake warning and six main landing gear tires deflating.",NEGATIVE,3
1042,291,"The airplane returned to Rio de Janeiro for a single-engine, overweight landing that resulted in a hot brake warning and six main landing gear tires deflating.",NEGATIVE,3
1043,291,"American also stated that since the service bulletin was a recommendation by the GE and was not required by any regulatory action, they elected not to modify their fleet.",NEGATIVE,4
1044,292,"encountered a No. 1 (left) engine stall, high vibration, and high exhaust gas temperature during the initial takeoff roll at about 60 knots",NEGATIVE,14
1045,292,main line bearings were intact and in good condition except for the No. 7 bearing that was oil wetted but seized.,NEGATIVE,6
1046,292,Five of the No. 7 bearing roller elements were missing,NEGATIVE,6
1047,292,all the remaining roller elements were heat discolored black and most were flattened.,NEGATIVE,-1
1048,292,The No. 7 bearing cage was damaged and heat discolored but was intact.,NEGATIVE,6
1049,292,The inner diameter of the fan mid shaft was coated with dry soot-like debris and some oil deposits but no residual liquid was present.,NEGATIVE,11
1050,292,"Localized areas of corrosion pitting, scaling, and loss of the SermeTel® anti-corrosion coating was observed throughout the inner diameter of the fan mid shaft.",NEGATIVE,11
1051,293,experienced an uncommanded pitch down while descending into Iliamna Airport (KILI),NEGATIVE,5
1052,293,the airplane pitched to about 20 degrees nose down,NEGATIVE,5
1053,293,the airplane pitched down a second time while the captain was hand flying,NEGATIVE,5
1054,294,"the pilot of a Beechcraft 1900D airplane, N210GL, discovered a hydraulic leak on the nose landing gear (NLG) during a post flight inspection.",NEGATIVE,18
1055,294,"The pilot’s inspection of the NLG revealed a crack in the NLG actuator end cap, part number (P/N) 25703-4.",NEGATIVE,18
1056,294,"The fatigue zone extended outwards almost uniformly through the wall thickness of the end cap, with a preference to the shuttle valve bore, and had propagated entirely through the thickness near the after side (as installed with the landing gear extended) of the end cap.",NEGATIVE,6
1057,294,"The fracture face outside of the fatigue zone displayed a rough, grainy surface consistent with an overload event.",NEGATIVE,6
1058,295,"a Boeing 737-832, N374DA, encountered turbulence while descending through 29,000 feet as it approached the Detroit Metropolitan Wayne County Airport (DTW), Detroit, Michigan.",NEGATIVE,0
1059,295,"The flight attendants stated that the airplane hit turbulence before they were expecting it, and before they could get seated.",NEGATIVE,-1
1060,295,"The first officer reported that as they descended from flight level 290, the airplane encountered a significant jolt of moderate turbulence.",NEGATIVE,7
1061,296,"a Southwest Airlines Boeing 737-7H4, N915WN, encountered 2 to 3 seconds of moderate turbulence while in cruise flight between Chicago, Illinois, and Los Angles, California.",NEGATIVE,0
1062,296,"At the moment of the encounter, the airplane experienced both a momentary altitude deviation and a left roll of less than 10 degrees, both of which were corrected by the autopilot, with a slight overshoot past the wings level position.",NEGATIVE,12
1063,296,"During the encounter sequence, one flight attendant was thrown back against the after galley door, whereupon her hand hit the recyclable can door. She then immediately felt pain in the hand.",NEGATIVE,1
1064,297,"US Airways flight 1556, an Airbus A321-211, N162UW, encountered turbulence during arrival into Philadelphia International Airport (PHL), Philadelphia, Pennsylvania. Of the 189 passengers and crew onboard one passenger received serious injuries and the airplane was not damaged.",NEGATIVE,0
1065,297,"when they encountered severe turbulence and two separate lightning strikes... turbulence lasted about 10-15 seconds and the airplane immediately lose 20 knots airspeed and pitched violently in all three axes. In addition, the airplane lost about 150 feet in altitude and the autopilot disengaged.",NEGATIVE,7
1066,297,the airplane immediately lose 20 knots airspeed,NEGATIVE,12
1067,297,pitched violently in all three axes,NEGATIVE,5
1068,297,the airplane lost about 150 feet in altitude,NEGATIVE,12
1069,298,one of the flight attendant tripped over a passenger's bag during meal service and received a serious injury as a result of the fall.,NEGATIVE,1
1070,298,one flight attendant received serious injuries while delivering meal service.,NEGATIVE,1
1071,299,"Air Wisconsin 3733, a Bombardier CL-600-2B19, N453AW, experienced turbulence during descent into Philadelphia International Airport (PHL), Philadelphia, Pennsylvania.",NEGATIVE,0
1072,299,"Shortly after, the airplane experienced severe clear air turbulence that caused the airplane to drop at least 300 feet.",NEGATIVE,7
1073,299,"At the time of the turbulence, the flight attendant (FA) was in the galley securing the beverage cart and was thrown to the ceiling and onto the floor injuring her back.",NEGATIVE,1
1074,299,"After landing, the FA was transported to the hospital and diagnosed with a fracture of her L-1 vertebrae.",NEGATIVE,1
1075,3,"a Boeing 757-222, N508UA, operated by United Airlines (UAL) was being towed by company maintenance personnel and collided with a Bombardier Inc. CL-600-2C10",NEGATIVE,0
1076,3,observing a Boeing 757 pushback from gate 80 and subsequently collide with a Bombardier Inc. CL-600-2C10 that was stationary,NEGATIVE,0
1077,3,they observed the ground crew from the Bombardier Inc. CL-600-2C10 attempt to stop the tug operator of the Boeing 757,NEGATIVE,5
1078,3,they did not observe anyone acting as a wing walker for the Boeing 757,NEGATIVE,-1
1079,3,"As the airplane approached the centerline of taxiway Alpha, he felt ""several bumps"" and asked the UAL tug operator ""if he had broken the tow bar or if we had hit something.""",NEGATIVE,5
1080,3,"Examination of both airplanes by a Federal Aviation Administration (FAA) inspector revealed that the Bombardier Inc. CL-600-2C10 exhibited damage to the vertical stabilizer, rudder, and elevator. The Boeing 757 sustained damage to the rudder and elevator.",NEGATIVE,2
1081,30,experienced a ground fire before engine startup,NEGATIVE,-1
1082,300,"the pilot of a Beechcraft 1900D airplane, N178YV, discovered a hydraulic leak on the nose landing gear (NLG) during a post flight inspection.",NEGATIVE,18
1083,300,"The pilot’s inspection of the NLG revealed a crack in the NLG actuator end cap, part number (P/N) 25703-4.",NEGATIVE,18
1084,300,"The fatigue zone extended outwards almost uniformly through the wall thickness of the end cap, with a preference to the shuttle valve bore, and had propagated entirely through the thickness near the after side (as installed with the landing gear extended) of the end cap.",NEGATIVE,6
1085,300,"The fracture face outside of the fatigue zone displayed a rough, grainy surface consistent with an overload event.",NEGATIVE,6
1086,300,cracking found on the end caps of three different Beechcraft 1900D airplanes operated by Great Lakes Airlines.,NEGATIVE,2
1087,301,"On March 20, 2012, at 0830 central daylight time, a Boeing 737-7H4, N247WN, experienced turbulence during cruise flight near Laverne, Oklahoma.",NEGATIVE,0
1088,301,The after galley flight attendant was injured while trying to get seated and strapped into the jump seat when another turbulence jolt occurred.,NEGATIVE,1
1089,301,"As the two flight attendants in the back of the airplane attempted to secure themselves in the after jumpseats, one of them was thrown across the galley and hit her back/ribs on an object.",NEGATIVE,1
1090,302,"a Saab 2000, registered in Sweden as SE-locator outer marker, experienced an elevator flight control malfunction during landing at Copenhagen Airport (EKCH), Denmark.",NEGATIVE,-1
1091,303,"On April 4, 2012, at approximately 0909 coordinated universal time, a RyanAir B737-800, registration EI-DAH, operated by RyanAir, experienced a loss of cabin pressure near Lagano, Switzerland, during a scheduled passenger flight between Bergamo, Italy and Nottingham, United Kingdom.",NEGATIVE,0
1092,304,experienced a failure of the left bleed system while climbing through flight level (flight level) 370,NEGATIVE,-1
1093,304,"While at FL410, the right bleed system also failed",NEGATIVE,-1
1094,305,"landed with the nose gear retracted on runway 9 at George Bush Intercontinental / Houston Airport (IAH), Houston, Texas.",NEGATIVE,3
1095,305,uselage was worn through to structure creating a large hole in the area between Fuselage Stations X-124 to X-69.,NEGATIVE,2
1096,305,The forward nose landing gear doors were torn away from the fuselage.,NEGATIVE,3
1097,305,The after nose landing gear doors were in the closed position with portions of the exterior surfaces scraped and worn down to the honeycomb.,NEGATIVE,3
1098,305,"As a result of the damage to the lower forward fuselage, the after nose gear doors had to be removed to allow inspection of the landing gear.",NEGATIVE,3
1099,305,"The nose landing gear was found in the up and locked position with wheels straight. The lower portion of the gear box, outer cylinder, trunnion pins, and centering cam housing were scraped and worn down.",NEGATIVE,3
1100,305,"The solenoid sequence valve which controls opening and closing of the nose landing gear doors passed all portions of the ATP except the drop-out voltage test at the port labeled ""C1"". The drop-out voltage recorded was 2.9 VDC. The ATP requires a drop-out voltage between 7.8 and 3.0 VDC.",NEGATIVE,18
1101,305,During disassembly some metallic like debris was discovered and small nicks were noted on a seal land on the sleeve.,NEGATIVE,8
1102,305,"The nose landing gear door actuator which operates the opening and closing of the nose landing gear doors completed all modified component maintenance manual tests successfully except for the ""Low Pressure Leakage"" test and the ""Proof Pressure and Leakage"" test.",NEGATIVE,18
1103,305,Disassembly and inspection of the nose landing gear door actuator identified metallic debris and signs of scoring on the internal surface of the cylinder assembly along the direction of piston rod travel.,NEGATIVE,18
1104,305,Inspection of the piston rod revealed damage and missing material on the seal lands.,NEGATIVE,8
1105,306,"US Airways flight 496, an Airbus A319-132, N808AW, encountered severe mountain wave turbulence at flight level 320 in the vicinity of Buena Vista, Colorado. Of the 98 passengers and crew onboard, two flight attendants received serious injuries and one passenger received minor injuries during the encounter.",NEGATIVE,0
1106,306,"As the airplane passed through about FL320, the captain noticed the airspeed rapidly increasing.",NEGATIVE,12
1107,307,"JBU483, an Airbus Industries A320 arriving at LAS from General Edward Lawrence Logan International Airport (BOS), Boston, Massachusetts, initiated a go around from runway 25L and came into hazardous proximity of XARAV",NEGATIVE,0
1108,307,"XARAV, a Mexican-registered Bombardier Lear Jet 60 (LR60) departing runway 19L",NEGATIVE,0
1109,307,The aircraft came within 0.30 nautical miles laterally and 100’ vertically where the runway flight paths intersected off the departure ends of runway 19L and runway 25L,NEGATIVE,9
1110,308,"encountered turbulence during descent into the Fort Lauderdale-Hollywood International Airport, Fort Lauderdale, Florida (FLL). The encounter resulted in one serious injury and two minor injuries to the three flight attendants onboard.",NEGATIVE,0
1111,308,"At 1224, as the flight descended through 13,000 feet just outside of JINGL intersection the airplane encountered a “short moderate jolt” as described by the crew, for about 5-10 seconds.",NEGATIVE,7
1112,308,One flight attendant received a fracture to her right fibula.,NEGATIVE,1
1113,309,"an Airbus 320, operated by Aeroflot performed a go-around due to unstabilized approach",NEGATIVE,7
1114,309,performed a go-around due to unstabilized approach,NEGATIVE,-1
1115,31,"a Bombardier Inc. CL-600-2C10 (CRJ 700), N725PS, was being pushed back for taxi to takeoff, when it struck a standing Bombardier Inc. CL-600-2B19 (CRJ 200), N228PS",NEGATIVE,0
1116,31,"due to lightning in the vicinity of CLT, ground crew members were not utilizing headsets",NEGATIVE,-1
1117,31,"As the tug driver continued to push the airplane past 10 feet, the wing walker signaled the tug driver to stop",NEGATIVE,5
1118,31,"He continued to attempt to alert the tug driver; however, the tug driver did not observe the wing walker before the tail section of the CRJ 700, struck the tail section of the CRJ 200",NEGATIVE,5
1119,310,"American Eagle Airlines flight 4265, an Embraer EMB-135, N834AE, was holding in the ramp area when it was struck by EVA Air flight 661, a Boeing 747-400, registration B16481, while the 747 was taxiing at Chicago O'Hare International Airport (ORD), Chicago, Illinois.",NEGATIVE,0
1120,310,The EMB-135 received substantial damage to its rudder and vertical stabilizer and the 747 received minor damage to its wingtip and slat.,NEGATIVE,2
1121,310,The EMB-135 received substantial damage to its rudder and vertical stabilizer and the 747 received minor damage to its wingtip and slat.,NEGATIVE,2
1122,311,"US Airways flight 1078, a Boeing 757-200, N936UW, encountered turbulence during descent into Philadelphia International Airport (KPHL), Philadelphia, Pennsylvania. One flight attendant in the after galley suffered a broken ankle and two other flight attendants suffered minor injuries.",NEGATIVE,0
1123,311,"Prior to descending through 10,000 feet, the flight encountered moderate turbulence for approximately 3-5 seconds.",NEGATIVE,7
1124,312,"During descent for landing, the airplane encountered turbulence",NEGATIVE,7
1125,312,sustained a serious injury to his right ankle when he was lifted and dropped back to the floor,NEGATIVE,1
1126,313,"On June 12, 2012, about 2017 central daylight time (CDT), United Airlines flight 1632, a Boeing 737-724, N16709, encountered severe turbulence about flight level (flight level) 221 near Winnie, Texas. Two flight attendants were seriously injured and the remaining flight attendant sustained minor injuries.",NEGATIVE,0
1127,313,The flight was scheduled to depart IAH at 1744 CDT but was delayed on the ground due to strong thunderstorms at the airport.,NEGATIVE,0
1128,314,"JetBlue Airways flight 194, an Airbus A320-232, N552JB, experienced a loss of two of its three hydraulic systems after departure from Las Vegas McCarran International Airport (LAS), Las Vegas, Nevada.",NEGATIVE,0
1129,314,"During landing gear retraction after takeoff, the Green hydraulic system lost pressure and the flight warning computer detected a flight control flaps system fault followed by a reservoir overheat condition for the Yellow hydraulic system 2 minutes later.",NEGATIVE,-1
1130,314,"During landing gear retraction after takeoff, the Green hydraulic system lost pressure and the flight warning computer detected a flight control flaps system fault followed by a reservoir overheat condition for the Yellow hydraulic system 2 minutes later.",NEGATIVE,-1
1131,314,"During landing gear retraction after takeoff, the Green hydraulic system lost pressure and the flight warning computer detected a flight control flaps system fault followed by a reservoir overheat condition for the Yellow hydraulic system 2 minutes later.",NEGATIVE,-1
1132,314,The airplane sustained minor damage to the hydraulic system.,NEGATIVE,2
1133,314,Post incident examination of the airplane found a leak in the right main landing gear door retraction flexible hydraulic line in the Green hydraulic system.,NEGATIVE,18
1134,314,"In the event of a failure of both SFCC channels or failure of both the Green and the Yellow hydraulic systems, the flaps will be locked in the position attained at time of failure.",NEGATIVE,-1
1135,314,The data from the cockpit voice recorder and the flight data recorder were overwritten by subsequent flights and no data were obtained for the incident flight.,NEGATIVE,-1
1136,314,"During the next minute, a flight control flaps fault, hydraulic Green system low pressure, hydraulic Green system engine pump low pressure, and flight control system flaps system 2 fault were recorded.",NEGATIVE,-1
1137,314,"At 1606:43, a Green system low pressure fault was recorded followed by a flap fault message",NEGATIVE,-1
1138,314,"At 1606:43, a Green system low pressure fault was recorded followed by a flap fault message",NEGATIVE,-1
1139,314,"at 1608:09, the autopilot and autothrust disengaged and a hydraulic Yellow system reservoir overheat was recorded.",NEGATIVE,-1
1140,316,"a SunExpress Deutschland B737-800, registration D-ASXE, encountered turbulence during cruise between Gaziantep, Turkey, and Frankfurt, Germany. Of the 86 passengers and crew onboard, one crew member received serious injuries and the airplane was not damaged.",NEGATIVE,7
1141,317,During the approach the crew detected smoke,NEGATIVE,16
1142,317,One passenger sustained a serious injury during the egress.,NEGATIVE,1
1143,317,"While on a three mile final to land, the crew detected smoke in the airplane.",NEGATIVE,16
1144,318,"On July 27, 2012, about 1400 mountain daylight time (MDT), Southwest Airlines flight 1871, a Boeing 737-3H4, N379SW, experienced a structural failure of the nose gear actuator retract beam when the landing gear was selected down during approach to El Paso International Airport (KELP), El Paso, Texas.",NEGATIVE,0
1145,318,"At 1400:40, as the landing gear was extended; two loud snapping sounds were heard (later described by the captain as ""a very loud bang."" The captain and first officer discussed the sound and expressed concern regarding the condition of the nose gear.",NEGATIVE,17
1146,318,The Teflon inner liner was ruptured in the area of the damaged CRES and black debris were found in and around the damaged CRES braids.,NEGATIVE,10
1147,318,A visual examination of the transfer cylinder indicated no signs of damage or defects except that a tab on the identification tag was broken.,NEGATIVE,-1
1148,318,"Additional leak testing was accomplished by extending the actuator as it would be in the gear retracted position and removing hydraulic pressure. When the gear extend hose fitting was removed to simulate a ruptured hydraulic hose, leakage started as a drip and progressed to a steady stream.",NEGATIVE,18
